trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.001, 'e': 1.0}",20,6,-106.29301013197498,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 2}",1
2,False,"{'a': 0.001, 'e': 0.999000499833375}",30,0,-134.61216023861726,"{0: 17, 1: 5, 2: 5, 3: 2, 4: 1}",0
3,False,"{'a': 0.001, 'e': 0.9980019986673331}",20,6,-71.36331028027399,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
4,False,"{'a': 0.001, 'e': 0.997004495503373}",25,0,-66.41273615770086,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
5,False,"{'a': 0.001, 'e': 0.9960079893439915}",25,0,-109.37881659469255,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
6,False,"{'a': 0.001, 'e': 0.9950124791926823}",20,0,-53.67217292902479,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
7,False,"{'a': 0.001, 'e': 0.9940179640539353}",20,10,-83.24609429967461,"{0: 5, 1: 2, 2: 0, 3: 2, 4: 1}",1
8,False,"{'a': 0.001, 'e': 0.9930244429332351}",25,0,-164.6280454918589,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
9,False,"{'a': 0.001, 'e': 0.9920319148370607}",25,0,-121.51044165819046,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
10,False,"{'a': 0.001, 'e': 0.9910403787728836}",20,0,-216.40550967320064,"{0: 7, 1: 1, 2: 8, 3: 1, 4: 3}",0
11,False,"{'a': 0.001, 'e': 0.9900498337491681}",20,0,-142.54972831555344,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
12,False,"{'a': 0.001, 'e': 0.9890602787753687}",30,7,-189.7797872942305,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 3}",1
13,False,"{'a': 0.001, 'e': 0.9880717128619305}",20,0,-199.07131785456633,"{0: 10, 1: 0, 2: 5, 3: 2, 4: 3}",0
14,False,"{'a': 0.001, 'e': 0.9870841350202876}",25,0,-109.01314589023889,"{0: 13, 1: 2, 2: 9, 3: 1, 4: 0}",0
15,False,"{'a': 0.001, 'e': 0.9860975442628619}",20,0,-77.15099048779834,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
16,False,"{'a': 0.001, 'e': 0.9851119396030626}",20,0,-66.8011945862797,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
17,False,"{'a': 0.001, 'e': 0.9841273200552851}",20,0,-60.1980623079375,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
18,False,"{'a': 0.001, 'e': 0.9831436846349096}",25,0,-172.7926336577309,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
19,False,"{'a': 0.001, 'e': 0.9821610323583008}",20,0,-94.47482335661992,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
20,False,"{'a': 0.001, 'e': 0.981179362242806}",20,0,-106.19946504611973,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
21,False,"{'a': 0.001, 'e': 0.9801986733067553}",25,0,-143.74457034789447,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
22,False,"{'a': 0.001, 'e': 0.9792189645694596}",25,0,-123.5715452685977,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
23,False,"{'a': 0.001, 'e': 0.97824023505121}",30,0,-104.8762595625781,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
24,False,"{'a': 0.001, 'e': 0.9772624837732771}",35,15,-142.4509025250479,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",1
25,False,"{'a': 0.001, 'e': 0.9762857097579093}",20,0,-96.11999698162731,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
26,False,"{'a': 0.001, 'e': 0.9753099120283326}",20,0,-62.661126030433614,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
27,False,"{'a': 0.001, 'e': 0.9743350896087494}",30,0,-118.86566249586879,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
28,False,"{'a': 0.001, 'e': 0.9733612415243368}",20,0,-128.36468399741736,"{0: 8, 1: 3, 2: 8, 3: 0, 4: 1}",0
29,False,"{'a': 0.001, 'e': 0.9723883668012469}",30,0,-169.74163935398983,"{0: 16, 1: 4, 2: 5, 3: 4, 4: 1}",0
30,False,"{'a': 0.001, 'e': 0.9714164644666048}",25,9,-38.41450153411996,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
31,False,"{'a': 0.001, 'e': 0.9704455335485082}",30,0,-154.2433301001081,"{0: 17, 1: 5, 2: 5, 3: 1, 4: 2}",0
32,False,"{'a': 0.001, 'e': 0.9694755730760259}",30,0,-61.986239543213294,"{0: 22, 1: 5, 2: 2, 3: 0, 4: 1}",0
33,False,"{'a': 0.001, 'e': 0.9685065820791976}",20,0,-83.87466673884668,"{0: 10, 1: 7, 2: 2, 3: 0, 4: 1}",0
34,False,"{'a': 0.001, 'e': 0.967538559589032}",25,0,-224.78975993636863,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
35,False,"{'a': 0.001, 'e': 0.9665715046375066}",20,0,-108.01298970282201,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
36,False,"{'a': 0.001, 'e': 0.9656054162575665}",20,0,-36.117818216484835,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
37,False,"{'a': 0.001, 'e': 0.9646402934831231}",30,0,-101.91426945019268,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
38,False,"{'a': 0.001, 'e': 0.9636761353490535}",25,0,-102.19519106564506,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
39,False,"{'a': 0.001, 'e': 0.9627129408911995}",20,0,-71.80848295471432,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
40,False,"{'a': 0.001, 'e': 0.9617507091463667}",25,3,-73.85704279565951,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 1}",1
41,False,"{'a': 0.001, 'e': 0.9607894391523232}",20,0,-134.057579904266,"{0: 13, 1: 1, 2: 1, 3: 3, 4: 2}",0
42,False,"{'a': 0.001, 'e': 0.9598291299477989}",20,0,-106.94010175840576,"{0: 9, 1: 5, 2: 5, 3: 0, 4: 1}",0
43,False,"{'a': 0.001, 'e': 0.9588697805724845}",20,0,-182.87527843182698,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
44,False,"{'a': 0.001, 'e': 0.9579113900670306}",20,0,-81.39714022284481,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
45,False,"{'a': 0.001, 'e': 0.9569539574730467}",20,0,-9.807276867900645,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
46,False,"{'a': 0.001, 'e': 0.9559974818331}",30,0,-205.88359441147352,"{0: 15, 1: 5, 2: 6, 3: 1, 4: 3}",0
47,False,"{'a': 0.001, 'e': 0.9550419621907147}",20,0,-125.94432359512314,"{0: 10, 1: 4, 2: 2, 3: 3, 4: 1}",0
48,False,"{'a': 0.001, 'e': 0.9540873975903711}",20,0,-125.55026801651721,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
49,False,"{'a': 0.001, 'e': 0.9531337870775047}",20,0,-85.20536443755047,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
50,False,"{'a': 0.001, 'e': 0.9521811296985049}",20,0,-93.39417942553715,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
51,False,"{'a': 0.001, 'e': 0.951229424500714}",25,0,-33.832706675898265,"{0: 16, 1: 7, 2: 2, 3: 0, 4: 0}",0
52,False,"{'a': 0.001, 'e': 0.950278670532427}",20,0,-97.53364888111108,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
53,False,"{'a': 0.001, 'e': 0.9493288668428895}",20,0,-93.94511481531589,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
54,False,"{'a': 0.001, 'e': 0.9483800124822982}",20,6,-146.09155434126632,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 3}",1
55,False,"{'a': 0.001, 'e': 0.9474321065017983}",20,0,-60.8683676993104,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
56,False,"{'a': 0.001, 'e': 0.9464851479534838}",30,18,-23.00012797555316,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
57,False,"{'a': 0.001, 'e': 0.9455391358903963}",20,7,-66.30879054078905,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 1}",1
58,False,"{'a': 0.001, 'e': 0.9445940693665233}",25,0,-105.08600520285026,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
59,False,"{'a': 0.001, 'e': 0.9436499474367985}",20,13,-54.417932701530916,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
60,False,"{'a': 0.001, 'e': 0.9427067691570997}",20,0,-49.095033025060935,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
61,False,"{'a': 0.001, 'e': 0.9417645335842487}",20,0,-160.36159343259413,"{0: 7, 1: 4, 2: 7, 3: 0, 4: 2}",0
62,False,"{'a': 0.001, 'e': 0.9408232397760097}",25,0,-117.1001629035717,"{0: 13, 1: 1, 2: 9, 3: 2, 4: 0}",0
63,False,"{'a': 0.001, 'e': 0.9398828867910889}",25,0,-142.4556842138439,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
64,False,"{'a': 0.001, 'e': 0.9389434736891332}",20,0,-81.61268795187155,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
65,False,"{'a': 0.001, 'e': 0.9380049995307295}",25,0,-228.63637201969374,"{0: 15, 1: 1, 2: 2, 3: 3, 4: 4}",0
66,False,"{'a': 0.001, 'e': 0.9370674633774034}",20,0,-173.6147282353626,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
67,False,"{'a': 0.001, 'e': 0.9361308642916188}",30,0,-264.0852881049614,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 5}",0
68,False,"{'a': 0.001, 'e': 0.9351952013367766}",20,0,-73.97918433656655,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
69,False,"{'a': 0.001, 'e': 0.9342604735772135}",30,0,-53.96032277717304,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 0}",0
70,False,"{'a': 0.001, 'e': 0.933326680078202}",20,2,-68.30644750825395,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 0}",1
71,False,"{'a': 0.001, 'e': 0.9323938199059483}",20,0,-70.59375748163558,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
72,False,"{'a': 0.001, 'e': 0.9314618921275921}",20,0,-83.42598373169865,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
73,False,"{'a': 0.001, 'e': 0.9305308958112057}",25,16,9.759261914807833,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.001, 'e': 0.9296008300257927}",25,0,-97.26321938075075,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
75,False,"{'a': 0.001, 'e': 0.9286716938412872}",25,7,-71.63456793448529,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 0}",1
76,False,"{'a': 0.001, 'e': 0.9277434863285529}",30,0,-159.97051557279192,"{0: 14, 1: 4, 2: 10, 3: 1, 4: 1}",0
77,False,"{'a': 0.001, 'e': 0.9268162065593822}",30,19,-60.753720464880004,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
78,False,"{'a': 0.001, 'e': 0.9258898536064953}",20,0,-120.08302250959791,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
79,False,"{'a': 0.001, 'e': 0.9249644265435393}",30,0,-60.323556801648785,"{0: 21, 1: 1, 2: 8, 3: 0, 4: 0}",0
80,False,"{'a': 0.001, 'e': 0.9240399244450868}",25,0,-205.28589557535008,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 4}",0
81,False,"{'a': 0.001, 'e': 0.9231163463866358}",20,0,-121.791362094781,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
82,False,"{'a': 0.001, 'e': 0.922193691444608}",30,0,-136.40165749714976,"{0: 22, 1: 2, 2: 1, 3: 3, 4: 2}",0
83,False,"{'a': 0.001, 'e': 0.9212719586963487}",25,0,-91.08177189741652,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
84,False,"{'a': 0.001, 'e': 0.9203511472201247}",35,0,-180.78477750047134,"{0: 22, 1: 3, 2: 5, 3: 3, 4: 2}",0
85,False,"{'a': 0.001, 'e': 0.9194312560951247}",25,9,2.61355237099281,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
86,False,"{'a': 0.001, 'e': 0.9185122844014574}",25,0,-83.94662921898883,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
87,False,"{'a': 0.001, 'e': 0.9175942312201509}",25,0,-163.41077561005184,"{0: 11, 1: 5, 2: 7, 3: 0, 4: 2}",0
88,False,"{'a': 0.001, 'e': 0.9166770956331523}",20,0,-97.36708829008116,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
89,False,"{'a': 0.001, 'e': 0.9157608767233256}",20,0,-156.2457558228981,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
90,False,"{'a': 0.001, 'e': 0.914845573574452}",30,0,-120.44120301729872,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
91,False,"{'a': 0.001, 'e': 0.9139311852712282}",25,0,-250.38303516134548,"{0: 11, 1: 3, 2: 5, 3: 2, 4: 4}",0
92,False,"{'a': 0.001, 'e': 0.9130177108992658}",20,0,-134.8104614306562,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
93,False,"{'a': 0.001, 'e': 0.9121051495450904}",30,17,-38.194727911185346,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
94,False,"{'a': 0.001, 'e': 0.9111935002961405}",20,0,-98.24451036564469,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
95,False,"{'a': 0.001, 'e': 0.910282762240767}",25,0,-164.10585170105531,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
96,False,"{'a': 0.001, 'e': 0.9093729344682314}",30,0,-150.30942560303163,"{0: 15, 1: 4, 2: 9, 3: 1, 4: 1}",0
97,False,"{'a': 0.001, 'e': 0.9084640160687062}",25,0,-63.692887735776864,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
98,False,"{'a': 0.001, 'e': 0.9075560061332727}",20,0,-73.43931956717918,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
99,False,"{'a': 0.001, 'e': 0.9066489037539209}",20,0,-11.621034664280211,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
100,False,"{'a': 0.001, 'e': 0.9057427080235485}",25,0,-120.00600214541552,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
101,False,"{'a': 0.001, 'e': 0.9048374180359595}",25,0,-115.2343026080573,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
102,False,"{'a': 0.001, 'e': 0.9039330328858641}",25,0,-85.59845629405878,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
103,False,"{'a': 0.001, 'e': 0.9030295516688768}",25,0,-122.96862111117565,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
104,False,"{'a': 0.001, 'e': 0.9021269734815165}",20,10,-16.761847582037355,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
105,False,"{'a': 0.001, 'e': 0.9012252974212047}",25,0,-37.658072157451414,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
106,False,"{'a': 0.001, 'e': 0.9003245225862656}",20,0,-65.26025725400044,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
107,False,"{'a': 0.001, 'e': 0.899424648075924}",25,0,-130.46961990262716,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
108,False,"{'a': 0.001, 'e': 0.8985256729903055}",35,0,-171.50271749809494,"{0: 23, 1: 2, 2: 7, 3: 0, 4: 3}",0
109,False,"{'a': 0.001, 'e': 0.8976275964304349}",30,0,-244.80221867349644,"{0: 15, 1: 4, 2: 5, 3: 2, 4: 4}",0
110,False,"{'a': 0.001, 'e': 0.8967304174982355}",20,0,-113.87264490339456,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
111,False,"{'a': 0.001, 'e': 0.8958341352965282}",25,0,-78.15506938842606,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
112,False,"{'a': 0.001, 'e': 0.894938748929031}",30,9,-106.7229638433986,"{0: 10, 1: 2, 2: 7, 3: 2, 4: 0}",1
113,False,"{'a': 0.001, 'e': 0.8940442575003572}",25,0,-103.18248600922834,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
114,False,"{'a': 0.001, 'e': 0.8931506601160155}",25,0,-89.44976006298721,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
115,False,"{'a': 0.001, 'e': 0.8922579558824083}",25,6,-91.3484919073049,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 0}",1
116,False,"{'a': 0.001, 'e': 0.8913661439068313}",25,0,-41.75911319259556,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
117,False,"{'a': 0.001, 'e': 0.8904752232974726}",35,0,-82.89700804244495,"{0: 26, 1: 3, 2: 4, 3: 1, 4: 1}",0
118,False,"{'a': 0.001, 'e': 0.8895851931634113}",20,0,-128.4638622856279,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
119,False,"{'a': 0.001, 'e': 0.8886960526146174}",20,0,-131.24023947823628,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
120,False,"{'a': 0.001, 'e': 0.8878078007619501}",20,0,-136.1587451033138,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
121,False,"{'a': 0.001, 'e': 0.8869204367171575}",35,0,-335.68503161950525,"{0: 18, 1: 6, 2: 3, 3: 1, 4: 7}",0
122,False,"{'a': 0.001, 'e': 0.8860339595928756}",20,0,-122.44033410248089,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
123,False,"{'a': 0.001, 'e': 0.8851483685026271}",25,0,-165.709500059771,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
124,False,"{'a': 0.001, 'e': 0.8842636625608209}",25,0,-117.28662358420335,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
125,False,"{'a': 0.001, 'e': 0.8833798408827509}",20,11,-1.3561288505513724,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.001, 'e': 0.8824969025845955}",20,0,-105.28421933638239,"{0: 14, 1: 0, 2: 2, 3: 3, 4: 1}",0
127,False,"{'a': 0.001, 'e': 0.8816148467834161}",20,8,-36.95461698291042,"{0: 7, 1: 2, 2: 2, 3: 1, 4: 0}",1
128,False,"{'a': 0.001, 'e': 0.880733672597157}",25,0,-94.34629524790319,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
129,False,"{'a': 0.001, 'e': 0.8798533791446438}",30,0,-123.05238864742022,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
130,False,"{'a': 0.001, 'e': 0.8789739655455832}",20,0,-62.51697033097968,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
131,False,"{'a': 0.001, 'e': 0.8780954309205613}",20,0,-18.581202757370207,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
132,False,"{'a': 0.001, 'e': 0.8772177743910435}",25,0,-89.05317472576732,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
133,False,"{'a': 0.001, 'e': 0.8763409950793732}",30,0,-143.86902456189318,"{0: 17, 1: 1, 2: 10, 3: 1, 4: 1}",0
134,False,"{'a': 0.001, 'e': 0.8754650921087711}",20,0,-135.53547289250025,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
135,False,"{'a': 0.001, 'e': 0.874590064603334}",20,0,-105.30952219819801,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
136,False,"{'a': 0.001, 'e': 0.8737159116880344}",30,0,-116.56855286195903,"{0: 17, 1: 6, 2: 5, 3: 1, 4: 1}",0
137,False,"{'a': 0.001, 'e': 0.8728426324887193}",20,0,-146.07724858836605,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
138,False,"{'a': 0.001, 'e': 0.8719702261321094}",25,0,-136.0440088684871,"{0: 14, 1: 4, 2: 3, 3: 3, 4: 1}",0
139,False,"{'a': 0.001, 'e': 0.8710986917457983}",20,0,-117.26778984756453,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
140,False,"{'a': 0.001, 'e': 0.8702280284582515}",20,0,-31.42622032364316,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
141,False,"{'a': 0.001, 'e': 0.8693582353988059}",20,0,-25.96470506458945,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
142,False,"{'a': 0.001, 'e': 0.8684893116976679}",20,0,-191.340723412789,"{0: 8, 1: 1, 2: 8, 3: 0, 4: 3}",0
143,False,"{'a': 0.001, 'e': 0.867621256485914}",25,0,-18.4930590691743,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
144,False,"{'a': 0.001, 'e': 0.8667540688954889}",25,0,-108.32181424832423,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
145,False,"{'a': 0.001, 'e': 0.865887748059205}",20,16,4.9344449192041235,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.001, 'e': 0.8650222931107413}",30,16,-117.19381633956888,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 2}",1
147,False,"{'a': 0.001, 'e': 0.8641577031846428}",20,0,-40.63881349949698,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
148,False,"{'a': 0.001, 'e': 0.8632939774163194}",20,0,-46.916472850482826,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
149,False,"{'a': 0.001, 'e': 0.8624311149420455}",25,0,-153.47983331777314,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
150,False,"{'a': 0.001, 'e': 0.8615691148989583}",20,0,-248.13540495984316,"{0: 6, 1: 2, 2: 8, 3: 0, 4: 4}",0
151,False,"{'a': 0.001, 'e': 0.8607079764250578}",20,0,-120.39636029252054,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
152,False,"{'a': 0.001, 'e': 0.8598476986592055}",20,0,-134.00554340338678,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
153,False,"{'a': 0.001, 'e': 0.8589882807411234}",20,0,-196.9851883978043,"{0: 8, 1: 5, 2: 2, 3: 2, 4: 3}",0
154,False,"{'a': 0.001, 'e': 0.8581297218113938}",20,0,-97.74791200126786,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 2}",0
155,False,"{'a': 0.001, 'e': 0.8572720210114575}",30,0,-154.73493538021776,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
156,False,"{'a': 0.001, 'e': 0.8564151774836135}",20,0,-128.4876312038443,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
157,False,"{'a': 0.001, 'e': 0.8555591903710185}",35,0,-25.97768281045379,"{0: 28, 1: 2, 2: 5, 3: 0, 4: 0}",0
158,False,"{'a': 0.001, 'e': 0.8547040588176851}",20,0,-54.81970410120514,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
159,False,"{'a': 0.001, 'e': 0.8538497819684817}",25,0,-89.91646795437534,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
160,False,"{'a': 0.001, 'e': 0.8529963589691315}",20,16,6.064128990608833,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.001, 'e': 0.8521437889662113}",25,0,-93.02819281797827,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 0}",0
162,False,"{'a': 0.001, 'e': 0.8512920711071511}",20,10,-39.10439398005231,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 0}",1
163,False,"{'a': 0.001, 'e': 0.850441204540233}",25,0,-81.8077084670346,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
164,False,"{'a': 0.001, 'e': 0.8495911884145902}",35,0,-146.31037047393596,"{0: 17, 1: 4, 2: 13, 3: 1, 4: 0}",0
165,False,"{'a': 0.001, 'e': 0.8487420218802068}",25,0,-102.68508891755451,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
166,False,"{'a': 0.001, 'e': 0.8478937040879159}",20,0,-73.74123167378659,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
167,False,"{'a': 0.001, 'e': 0.8470462341893996}",20,0,-80.6213901137292,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
168,False,"{'a': 0.001, 'e': 0.8461996113371882}",25,0,-65.04653505405402,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
169,False,"{'a': 0.001, 'e': 0.8453538346846587}",25,0,-73.8975360591531,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
170,False,"{'a': 0.001, 'e': 0.8445089033860343}",35,0,-136.2945768334331,"{0: 23, 1: 1, 2: 8, 3: 2, 4: 1}",0
171,False,"{'a': 0.001, 'e': 0.8436648165963837}",25,1,-217.08996694711695,"{0: 10, 1: 7, 2: 3, 3: 0, 4: 4}",1
172,False,"{'a': 0.001, 'e': 0.8428215734716199}",25,0,-84.0886442707485,"{0: 16, 1: 4, 2: 2, 3: 3, 4: 0}",0
173,False,"{'a': 0.001, 'e': 0.8419791731684999}",30,0,-172.53604755670585,"{0: 16, 1: 2, 2: 10, 3: 0, 4: 2}",0
174,False,"{'a': 0.001, 'e': 0.8411376148446232}",25,0,-123.82439386063871,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
175,False,"{'a': 0.001, 'e': 0.8402968976584314}",30,0,-84.71838417336721,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
176,False,"{'a': 0.001, 'e': 0.8394570207692074}",20,0,-125.94547279597855,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
177,False,"{'a': 0.001, 'e': 0.838617983337074}",20,0,-161.64590273108428,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
178,False,"{'a': 0.001, 'e': 0.8377797845229938}",30,14,-9.535810534144328,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.001, 'e': 0.8369424234887681}",25,0,-213.2424942308989,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
180,False,"{'a': 0.001, 'e': 0.8361058993970355}",20,0,-83.50008942883032,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
181,False,"{'a': 0.001, 'e': 0.835270211411272}",20,0,-44.08498317193671,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
182,False,"{'a': 0.001, 'e': 0.8344353586957896}",30,0,-141.76667741198358,"{0: 19, 1: 5, 2: 2, 3: 2, 4: 2}",0
183,False,"{'a': 0.001, 'e': 0.8336013404157353}",20,2,-64.25037032900657,"{0: 8, 1: 5, 2: 5, 3: 0, 4: 0}",1
184,False,"{'a': 0.001, 'e': 0.832768155737091}",35,0,-113.10736376113947,"{0: 19, 1: 6, 2: 9, 3: 1, 4: 0}",0
