trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3855,False,"{'a': 0.001, 'e': 0.02119478750375811}",20,4,23.751182081893177,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3856,False,"{'a': 0.001, 'e': 0.02117360331011653}",30,22,14.109679082309126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3857,False,"{'a': 0.001, 'e': 0.021152440290080017}",20,8,4.503877238711501,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3858,False,"{'a': 0.001, 'e': 0.02113129842248555}",20,16,7.288460462356801,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3859,False,"{'a': 0.001, 'e': 0.021110177686191275}",20,2,26.809874063727808,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3860,False,"{'a': 0.001, 'e': 0.021089078060076445}",20,12,17.968584212844064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3861,False,"{'a': 0.001, 'e': 0.021067999523041434}",30,18,21.960887545716396,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3862,False,"{'a': 0.001, 'e': 0.02104694205400769}",25,15,4.188256750412698,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3863,False,"{'a': 0.001, 'e': 0.021025905631917766}",30,16,28.341577422341466,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3864,False,"{'a': 0.001, 'e': 0.021004890235735225}",20,14,10.804430247349003,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3865,False,"{'a': 0.001, 'e': 0.02098389584444467}",35,22,18.709257699051967,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3866,False,"{'a': 0.001, 'e': 0.0209629224370517}",25,0,35.10233498109908,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
3867,False,"{'a': 0.001, 'e': 0.02094196999258292}",30,23,11.666644628274028,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3868,False,"{'a': 0.001, 'e': 0.020921038490085878}",20,12,11.884165151982025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3869,False,"{'a': 0.001, 'e': 0.020900127908629072}",25,20,6.523096487734843,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3870,False,"{'a': 0.001, 'e': 0.020879238227301908}",20,3,29.943958849598587,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3871,False,"{'a': 0.001, 'e': 0.02085836942521472}",20,11,17.45672480767915,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3872,False,"{'a': 0.001, 'e': 0.020837521481498693}",25,15,17.736266854940677,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3873,False,"{'a': 0.001, 'e': 0.020816694375305884}",30,12,30.867349694465627,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3874,False,"{'a': 0.001, 'e': 0.020795888085809178}",25,17,12.765471826709298,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3875,False,"{'a': 0.001, 'e': 0.020775102592202298}",25,18,16.082697500659982,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3876,False,"{'a': 0.001, 'e': 0.020754337873699742}",20,10,18.21508371086883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3877,False,"{'a': 0.001, 'e': 0.02073359390953679}",20,7,24.20783967946189,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3878,False,"{'a': 0.001, 'e': 0.020712870678969465}",25,1,34.591692124284386,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
3879,False,"{'a': 0.001, 'e': 0.020692168161274557}",25,11,25.239680872908615,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3880,False,"{'a': 0.001, 'e': 0.02067148633574953}",20,11,17.28728540652579,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3881,False,"{'a': 0.001, 'e': 0.020650825181712566}",25,8,17.740531793429497,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
3882,False,"{'a': 0.001, 'e': 0.020630184678502493}",35,14,35.77350693560431,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
3883,False,"{'a': 0.001, 'e': 0.020609564805478826}",25,5,39.47363039054494,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3884,False,"{'a': 0.001, 'e': 0.020588965542021685}",20,14,12.847187371438457,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3885,False,"{'a': 0.001, 'e': 0.0205683868675318}",25,18,11.910298413914731,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3886,False,"{'a': 0.001, 'e': 0.02054782876143049}",25,20,9.840816828401362,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3887,False,"{'a': 0.001, 'e': 0.02052729120315966}",25,10,26.827405510034716,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3888,False,"{'a': 0.001, 'e': 0.020506774172181743}",25,14,19.514650064082833,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3889,False,"{'a': 0.001, 'e': 0.020486277647979705}",25,7,33.891944357789406,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3890,False,"{'a': 0.001, 'e': 0.020465801610057018}",25,15,18.887624130353846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3891,False,"{'a': 0.001, 'e': 0.020445346037937653}",25,16,14.613594078074101,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3892,False,"{'a': 0.001, 'e': 0.020424910911166032}",30,19,20.77706281096312,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3893,False,"{'a': 0.001, 'e': 0.02040449620930702}",20,5,27.68589308930178,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3894,False,"{'a': 0.001, 'e': 0.020384101911945913}",30,13,18.17056319753773,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
3895,False,"{'a': 0.001, 'e': 0.020363727998688425}",20,13,13.306790353229713,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3896,False,"{'a': 0.001, 'e': 0.020343374449160633}",25,7,29.06330107969925,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3897,False,"{'a': 0.001, 'e': 0.020323041243008984}",25,13,23.565194349688305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3898,False,"{'a': 0.001, 'e': 0.02030272835990026}",20,9,25.148352114265904,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3899,False,"{'a': 0.001, 'e': 0.0202824357795216}",25,14,21.32121847259073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3900,False,"{'a': 0.001, 'e': 0.02026216348158041}",20,9,20.591206831027897,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3901,False,"{'a': 0.001, 'e': 0.02024191144580439}",20,0,30.620672445378432,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3902,False,"{'a': 0.001, 'e': 0.020221679651941493}",30,12,34.55791758748756,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3903,False,"{'a': 0.001, 'e': 0.020201468079759942}",20,3,23.147616126989103,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3904,False,"{'a': 0.001, 'e': 0.020181276709048155}",20,14,8.72337664044369,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3905,False,"{'a': 0.001, 'e': 0.02016110551961476}",20,5,25.818268170394003,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3906,False,"{'a': 0.001, 'e': 0.02014095449128855}",20,11,19.71077748672082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3907,False,"{'a': 0.001, 'e': 0.020120823603918526}",30,13,28.266072028127063,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3908,False,"{'a': 0.001, 'e': 0.020100712837373778}",25,12,11.351568022507582,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
3909,False,"{'a': 0.001, 'e': 0.020080622171543543}",25,14,24.09638199946136,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3910,False,"{'a': 0.001, 'e': 0.020060551586337145}",20,3,-11.460322237400554,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
3911,False,"{'a': 0.001, 'e': 0.020040501061684014}",20,8,20.545888533672198,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3912,False,"{'a': 0.001, 'e': 0.020020470577533613}",20,16,9.626189994009797,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3913,False,"{'a': 0.001, 'e': 0.02000046011385546}",20,12,17.251621271778625,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3914,False,"{'a': 0.001, 'e': 0.019980469650639078}",25,11,-0.0019507248816088563,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
3915,False,"{'a': 0.001, 'e': 0.01996049916789402}",20,14,11.808793785433323,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3916,False,"{'a': 0.001, 'e': 0.019940548645649796}",20,2,25.910424221571994,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3917,False,"{'a': 0.001, 'e': 0.019920618063955876}",30,13,28.21051363029963,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3918,False,"{'a': 0.001, 'e': 0.019900707402881673}",20,0,33.7352688146964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3919,False,"{'a': 0.001, 'e': 0.01988081664251654}",25,7,33.65105559042232,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3920,False,"{'a': 0.001, 'e': 0.019860945762969703}",25,12,28.26390976140224,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3921,False,"{'a': 0.001, 'e': 0.019841094744370288}",25,10,26.25628245983659,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3922,False,"{'a': 0.001, 'e': 0.01982126356686726}",25,13,22.260754478147184,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3923,False,"{'a': 0.001, 'e': 0.019801452210629462}",25,8,2.7069018345755658,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
3924,False,"{'a': 0.001, 'e': 0.019781660655845523}",30,23,13.994750055988757,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3925,False,"{'a': 0.001, 'e': 0.019761888882723885}",30,10,33.57844479717909,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3926,False,"{'a': 0.001, 'e': 0.019742136871492774}",30,19,-20.598428659438852,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
3927,False,"{'a': 0.001, 'e': 0.019722404602400184}",20,11,15.144233977498148,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3928,False,"{'a': 0.001, 'e': 0.01970269205571384}",20,1,29.64270459853666,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3929,False,"{'a': 0.001, 'e': 0.019682999211721196}",20,14,10.519257917066563,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3930,False,"{'a': 0.001, 'e': 0.019663326050729395}",20,14,12.409124425551097,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3931,False,"{'a': 0.001, 'e': 0.019643672553065292}",25,13,21.476922310269604,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3932,False,"{'a': 0.001, 'e': 0.019624038699075377}",25,7,30.406015514567866,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3933,False,"{'a': 0.001, 'e': 0.0196044244691258}",20,0,30.59080294955011,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3934,False,"{'a': 0.001, 'e': 0.019584829843602315}",35,20,11.993400412973934,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3935,False,"{'a': 0.001, 'e': 0.019565254802910312}",20,12,15.261719411600462,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3936,False,"{'a': 0.001, 'e': 0.019545699327474745}",25,11,27.802937674574395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3937,False,"{'a': 0.001, 'e': 0.019526163397740135}",25,3,40.53738250776915,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3938,False,"{'a': 0.001, 'e': 0.01950664699417054}",20,13,11.623430834702404,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3939,False,"{'a': 0.001, 'e': 0.01948715009724957}",20,0,31.653433400457,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3940,False,"{'a': 0.001, 'e': 0.019467672687480328}",30,16,27.309891344440814,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3941,False,"{'a': 0.001, 'e': 0.01944821474538539}",20,3,32.739434890931285,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3942,False,"{'a': 0.001, 'e': 0.019428776251506814}",25,16,15.967298209917086,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3943,False,"{'a': 0.001, 'e': 0.019409357186406115}",25,13,20.173582955581722,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3944,False,"{'a': 0.001, 'e': 0.01938995753066422}",35,21,26.850454333785834,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3945,False,"{'a': 0.001, 'e': 0.01937057726488147}",20,10,14.931897735265563,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3946,False,"{'a': 0.001, 'e': 0.01935121636967759}",35,23,26.563887609941,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3947,False,"{'a': 0.001, 'e': 0.019331874825691705}",25,14,16.28478775301938,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3948,False,"{'a': 0.001, 'e': 0.019312552613582255}",30,20,19.093646770078067,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3949,False,"{'a': 0.001, 'e': 0.019293249714027027}",25,14,24.453661865799496,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3950,False,"{'a': 0.001, 'e': 0.01927396610772311}",20,9,19.25522103926182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3951,False,"{'a': 0.001, 'e': 0.01925470177538692}",30,9,36.82984629561977,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
3952,False,"{'a': 0.001, 'e': 0.01923545669775411}",30,16,27.39166446677395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3953,False,"{'a': 0.001, 'e': 0.019216230855579598}",25,16,17.852512359356723,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3954,False,"{'a': 0.001, 'e': 0.019197024229637535}",30,2,45.284774893894465,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
3955,False,"{'a': 0.001, 'e': 0.01917783680072131}",25,13,18.2775917918344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3956,False,"{'a': 0.001, 'e': 0.019158668549643484}",30,7,18.47768156564081,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
3957,False,"{'a': 0.001, 'e': 0.019139519457235805}",25,8,30.62118852286698,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3958,False,"{'a': 0.001, 'e': 0.019120389504349168}",20,16,6.721349940806682,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3959,False,"{'a': 0.001, 'e': 0.019101278671853638}",20,10,19.422888819762502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3960,False,"{'a': 0.001, 'e': 0.01908218694063837}",30,9,35.86269922433414,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
3961,False,"{'a': 0.001, 'e': 0.019063114291611637}",30,10,37.11642262772921,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3962,False,"{'a': 0.001, 'e': 0.019044060705700774}",25,7,28.553495387352886,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3963,False,"{'a': 0.001, 'e': 0.01902502616385221}",25,11,28.780380274824505,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3964,False,"{'a': 0.001, 'e': 0.019006010647031397}",20,8,19.759097322861518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3965,False,"{'a': 0.001, 'e': 0.018987014136222814}",20,0,35.662079801153936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3966,False,"{'a': 0.001, 'e': 0.01896803661242994}",25,8,29.76340657813533,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3967,False,"{'a': 0.001, 'e': 0.01894907805667527}",30,12,32.54549113227314,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3968,False,"{'a': 0.001, 'e': 0.018930138450000234}",20,6,26.499728205200448,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3969,False,"{'a': 0.001, 'e': 0.018911217773465227}",25,20,6.932937013525993,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3970,False,"{'a': 0.001, 'e': 0.01889231600814957}",20,0,30.99310113196272,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3971,False,"{'a': 0.001, 'e': 0.018873433135151486}",25,15,16.80904352912956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3972,False,"{'a': 0.001, 'e': 0.01885456913558812}",30,12,29.31211098347651,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3973,False,"{'a': 0.001, 'e': 0.018835723990595455}",25,11,20.445694611581636,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3974,False,"{'a': 0.001, 'e': 0.018816897681328357}",25,4,36.60805133002442,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
3975,False,"{'a': 0.001, 'e': 0.018798090188960496}",25,11,24.09804132996946,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3976,False,"{'a': 0.001, 'e': 0.0187793014946844}",25,2,27.428755809431077,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
3977,False,"{'a': 0.001, 'e': 0.018760531579711363}",20,9,21.325516498488174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3978,False,"{'a': 0.001, 'e': 0.01874178042527147}",25,16,22.081807761988404,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3979,False,"{'a': 0.001, 'e': 0.018723048012613555}",20,12,14.818376014258732,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3980,False,"{'a': 0.001, 'e': 0.018704334323005223}",30,13,31.555123923440103,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3981,False,"{'a': 0.001, 'e': 0.018685639337732773}",25,15,17.172434326350047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3982,False,"{'a': 0.001, 'e': 0.018666963038101215}",20,9,22.84388439249525,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3983,False,"{'a': 0.001, 'e': 0.018648305405434242}",25,11,26.641362936555527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3984,False,"{'a': 0.001, 'e': 0.01862966642107424}",20,10,15.485777483942835,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3985,False,"{'a': 0.001, 'e': 0.01861104606638221}",35,21,28.12125824725546,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3986,False,"{'a': 0.001, 'e': 0.018592444322737798}",20,7,23.956339297561936,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3987,False,"{'a': 0.001, 'e': 0.01857386117153925}",20,10,20.055102823829166,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3988,False,"{'a': 0.001, 'e': 0.01855529659420343}",20,13,9.615392925941139,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3989,False,"{'a': 0.001, 'e': 0.018536750572165746}",20,11,16.821106278841604,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3990,False,"{'a': 0.001, 'e': 0.018518223086880184}",25,13,22.931637809210788,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3991,False,"{'a': 0.001, 'e': 0.018499714119819242}",25,11,13.739362789831013,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
3992,False,"{'a': 0.001, 'e': 0.01848122365247397}",20,6,20.961818402838222,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3993,False,"{'a': 0.001, 'e': 0.018462751666353888}",30,16,26.292655457653634,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3994,False,"{'a': 0.001, 'e': 0.018444298142987012}",30,4,41.439893960559864,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
3995,False,"{'a': 0.001, 'e': 0.01842586306391981}",30,5,37.96978639599181,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
3996,False,"{'a': 0.001, 'e': 0.018407446410717215}",20,9,21.004838613204242,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3997,False,"{'a': 0.001, 'e': 0.018389048164962566}",25,11,28.267009170156065,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3998,False,"{'a': 0.001, 'e': 0.01837066830825761}",20,13,12.180938565898686,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3999,False,"{'a': 0.001, 'e': 0.01835230682222249}",25,18,12.563989294019041,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4000,False,"{'a': 0.001, 'e': 0.018333963688495727}",30,6,24.36760219096543,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
4001,False,"{'a': 0.001, 'e': 0.01831563888873418}",30,16,16.254795134401466,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
4002,False,"{'a': 0.001, 'e': 0.01829733240461304}",25,13,19.06399782445853,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4003,False,"{'a': 0.001, 'e': 0.018279044217825845}",35,0,47.88207573886256,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
4004,False,"{'a': 0.001, 'e': 0.01826077431008438}",20,12,3.9598887066275,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
4005,False,"{'a': 0.001, 'e': 0.01824252266311874}",20,0,32.80815652898829,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4006,False,"{'a': 0.001, 'e': 0.018224289258677303}",20,6,22.27734556867707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4007,False,"{'a': 0.001, 'e': 0.01820607407852663}",20,6,25.230950073951583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4008,False,"{'a': 0.001, 'e': 0.018187877104451564}",25,17,13.904922186856405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4009,False,"{'a': 0.001, 'e': 0.0181696983182551}",20,10,18.107711981181176,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4010,False,"{'a': 0.001, 'e': 0.018151537701758473}",25,15,17.531002062408312,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4011,False,"{'a': 0.001, 'e': 0.018133395236801075}",20,12,13.576313312700936,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4012,False,"{'a': 0.001, 'e': 0.01811527090524041}",20,1,25.211588804737765,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
4013,False,"{'a': 0.001, 'e': 0.018097164688952158}",20,6,13.245872401826794,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
4014,False,"{'a': 0.001, 'e': 0.01807907656983012}",25,0,39.32910659268613,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4015,False,"{'a': 0.001, 'e': 0.018061006529786143}",20,12,14.27711170796581,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4016,False,"{'a': 0.001, 'e': 0.018042954550750216}",20,14,11.624232185498531,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4017,False,"{'a': 0.001, 'e': 0.01802492061467033}",25,14,24.18859075535031,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4018,False,"{'a': 0.001, 'e': 0.018006904703512558}",25,7,27.622686445466847,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4019,False,"{'a': 0.001, 'e': 0.017988906799261007}",20,14,12.73833211845267,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4020,False,"{'a': 0.001, 'e': 0.017970926883917736}",20,9,20.325624226884777,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4021,False,"{'a': 0.001, 'e': 0.01795296493950285}",30,20,18.048197143317154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4022,False,"{'a': 0.001, 'e': 0.017935020948054412}",25,16,17.47860594801379,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4023,False,"{'a': 0.001, 'e': 0.017917094891628405}",20,6,26.292187282327795,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4024,False,"{'a': 0.001, 'e': 0.017899186752298794}",25,13,21.3457526148205,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4025,False,"{'a': 0.001, 'e': 0.017881296512157415}",20,8,23.321389514440312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4026,False,"{'a': 0.001, 'e': 0.017863424153314034}",25,11,21.281832395017783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4027,False,"{'a': 0.001, 'e': 0.017845569657896316}",25,11,24.960192613611675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4028,False,"{'a': 0.001, 'e': 0.017827733008049722}",35,23,20.647258288526075,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4029,False,"{'a': 0.001, 'e': 0.017809914185937626}",30,11,34.758591411162776,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4030,False,"{'a': 0.001, 'e': 0.017792113173741214}",30,17,22.86708373152085,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4031,False,"{'a': 0.001, 'e': 0.01777432995365944}",20,1,28.471776228205453,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4032,False,"{'a': 0.001, 'e': 0.017756564507909123}",25,14,18.406620749857662,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4033,False,"{'a': 0.001, 'e': 0.017738816818724773}",20,9,22.57255269293466,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4034,False,"{'a': 0.001, 'e': 0.017721086868358722}",20,11,15.896888303465653,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4035,False,"{'a': 0.001, 'e': 0.017703374639081032}",30,20,17.847576531258305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4036,False,"{'a': 0.001, 'e': 0.017685680113179437}",25,17,11.09600139824377,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4037,False,"{'a': 0.001, 'e': 0.01766800327295943}",25,11,25.618500092503282,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
